127.0.0.1 [30/Apr/2022:00:40:32 -0700] PUBLISH "live" "1" "" - 17982691 529 "" "FMLE/3.0 (compatible; FMSc/1.0)" (55s)
127.0.0.1 - - [30/Apr/2022:03:29:13 -0700] "GET /hls/stream1-987.ts HTTP/1.1" 200 1994304 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:19 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:19 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:20 -0700] "GET /hls/stream1-988.ts HTTP/1.1" 200 2107856 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:26 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:27 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:27 -0700] "GET /hls/stream1-989.ts HTTP/1.1" 200 2101276 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:33 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:33 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:34 -0700] "GET /hls/stream1-990.ts HTTP/1.1" 200 2397752 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:42 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:42 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:42 -0700] "GET /hls/stream1-991.ts HTTP/1.1" 200 2656252 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:50 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:51 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:51 -0700] "GET /hls/stream1-992.ts HTTP/1.1" 200 1514152 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:52 -0700] "GET /hls/stream1-993.ts HTTP/1.1" 200 1796716 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:56 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:56 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:29:57 -0700] "GET /hls/stream1-994.ts HTTP/1.1" 200 1043024 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:00 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:00 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:01 -0700] "GET /hls/stream1-995.ts HTTP/1.1" 200 2641024 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:09 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:10 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:10 -0700] "GET /hls/stream1-996.ts HTTP/1.1" 200 1419400 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:14 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:14 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:15 -0700] "GET /hls/stream1-997.ts HTTP/1.1" 200 2726940 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:24 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:24 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 676 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:24 -0700] "GET /hls/stream1-998.ts HTTP/1.1" 200 1386876 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:25 -0700] "GET /hls/stream1-999.ts HTTP/1.1" 200 1567356 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:28 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 677 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:29 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 677 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:29 -0700] "GET /hls/stream1-1000.ts HTTP/1.1" 200 1964976 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:35 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:35 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:41 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 678 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:41 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 678 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:42 -0700] "GET /hls/stream1-1001.ts HTTP/1.1" 200 2698552 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:50 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 679 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:51 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 679 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:51 -0700] "GET /hls/stream1-1002.ts HTTP/1.1" 200 2772436 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:52 -0700] "GET /hls/stream1-1003.ts HTTP/1.1" 200 1783932 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:56 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 680 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:56 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 680 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:30:57 -0700] "GET /hls/stream1-1004.ts HTTP/1.1" 200 1140972 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:00 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 681 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:00 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 681 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:01 -0700] "GET /hls/stream1-1005.ts HTTP/1.1" 200 1229896 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:05 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:05 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:10 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 683 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:10 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 683 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:11 -0700] "GET /hls/stream1-1006.ts HTTP/1.1" 200 2683700 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:12 -0700] "GET /hls/stream1-1007.ts HTTP/1.1" 200 1063516 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:15 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 684 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:15 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 684 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:15 -0700] "GET /hls/stream1-1008.ts HTTP/1.1" 200 1091340 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:18 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 685 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:18 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 685 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:19 -0700] "GET /hls/stream1-1009.ts HTTP/1.1" 200 1079496 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:22 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:22 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:27 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 686 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:27 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 686 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:28 -0700] "GET /hls/stream1-1010.ts HTTP/1.1" 200 2692724 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:36 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 688 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:37 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 688 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:37 -0700] "GET /hls/stream1-1011.ts HTTP/1.1" 200 2392488 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:38 -0700] "GET /hls/stream1-1012.ts HTTP/1.1" 200 1450420 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:41 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 689 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:41 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 689 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:42 -0700] "GET /hls/stream1-1013.ts HTTP/1.1" 200 1685044 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:47 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:47 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:52 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 690 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:52 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 690 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:31:53 -0700] "GET /hls/stream1-1014.ts HTTP/1.1" 200 3046540 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:32:02 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 692 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:32:02 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 692 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:32:03 -0700] "GET /hls/stream1-1015.ts HTTP/1.1" 200 1090212 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:32:04 -0700] "GET /hls/stream1-1016.ts HTTP/1.1" 200 2113120 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:32:09 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 693 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:03:32:09 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 693 "http://localhost/tv.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
