127.0.0.1 [30/Apr/2022:00:40:32 -0700] PUBLISH "live" "1" "" - 17982691 529 "" "FMLE/3.0 (compatible; FMSc/1.0)" (55s)
127.0.0.1 - - [30/Apr/2022:01:01:59 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 490 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:05 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 519 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:05 -0700] "GET /hls/stream1-14.ts HTTP/1.1" 200 1449856 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:05 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 519 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:09 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 548 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:09 -0700] "GET /hls/stream1-15.ts HTTP/1.1" 200 2804208 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:09 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 548 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:02:10 -0700] "GET /viwer.html HTTP/1.1" 404 581 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:02:10 -0700] "GET /favicon.ico HTTP/1.1" 404 581 "http://192.168.1.109/viwer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:02:12 -0700] "GET /viwer.html HTTP/1.1" 404 581 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:02:17 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 577 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:17 -0700] "GET /hls/stream1-16.ts HTTP/1.1" 200 1617552 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:18 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 577 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:22 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 606 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:22 -0700] "GET /hls/stream1-17.ts HTTP/1.1" 200 2010284 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:22 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 606 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:28 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 635 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:28 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 635 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:28 -0700] "GET /hls/stream1-18.ts HTTP/1.1" 200 1810816 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:28 -0700] "GET /viewer.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:29 -0700] "GET /js/video-js.css HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:29 -0700] "GET /js/video.js HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:29 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:29 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:33 -0700] "GET /hls/stream1-14.ts HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:33 -0700] "GET /hls/stream1-15.ts HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:33 -0700] "GET /hls/stream1-16.ts HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:33 -0700] "GET /hls/stream1-17.ts HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:34 -0700] "GET /hls/stream1-18.ts HTTP/1.1" 304 0 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:35 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 664 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:35 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 664 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:35 -0700] "GET /hls/stream1-19.ts HTTP/1.1" 200 2878844 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:02:37 -0700] "GET /viwer.html HTTP/1.1" 404 581 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:02:39 -0700] "GET /viwer.html HTTP/1.1" 404 581 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:02:43 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 644 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:43 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 644 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:43 -0700] "GET /hls/stream1-20.ts HTTP/1.1" 200 2738972 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:51 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 645 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:51 -0700] "GET /hls/stream1-21.ts HTTP/1.1" 200 2557740 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:51 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 645 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:58 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 646 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:58 -0700] "GET /hls/stream1-22.ts HTTP/1.1" 200 1893724 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:02:58 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 646 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:04 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 647 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:04 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 647 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:04 -0700] "GET /hls/stream1-23.ts HTTP/1.1" 200 2774504 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:12 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 648 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:12 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 648 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:12 -0700] "GET /hls/stream1-24.ts HTTP/1.1" 200 2314844 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /viewer.html HTTP/1.1" 200 467 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /js/video-js.css HTTP/1.1" 200 45440 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 206 649 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /js/video.js HTTP/1.1" 200 2030117 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 649 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 649 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 304 0 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:17 -0700] "GET /hls/stream1-22.ts HTTP/1.1" 200 1048576 "-" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:03:18 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 649 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:18 -0700] "GET /hls/stream1-25.ts HTTP/1.1" 200 2346428 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:18 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 649 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:03:19 -0700] "GET /hls/stream1-21.ts HTTP/1.1" 200 2557740 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:19 -0700] "GET /hls/stream1-22.ts HTTP/1.1" 200 1893724 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:19 -0700] "GET /hls/stream1-23.ts HTTP/1.1" 200 2774504 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:20 -0700] "GET /hls/stream1-24.ts HTTP/1.1" 200 2314844 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:20 -0700] "GET /hls/stream1-25.ts HTTP/1.1" 200 2346428 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:25 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 206 649 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:25 -0700] "GET /hls/stream1-26.ts HTTP/1.1" 200 1753100 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:03:26 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 650 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:26 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 650 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:26 -0700] "GET /hls/stream1-26.ts HTTP/1.1" 200 1753100 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:03:29 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 650 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:03:31 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 653 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:31 -0700] "GET /hls/stream1-27.ts HTTP/1.1" 200 3587228 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:31 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 653 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:03:34 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 653 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:34 -0700] "GET /hls/stream1-27.ts HTTP/1.1" 200 3587228 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:03:41 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 656 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:41 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 656 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:41 -0700] "GET /hls/stream1-28.ts HTTP/1.1" 200 1192860 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:41 -0700] "GET /hls/stream1-29.ts HTTP/1.1" 200 1688240 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
192.168.1.104 - - [30/Apr/2022:01:03:44 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 656 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:44 -0700] "GET /hls/stream1-28.ts HTTP/1.1" 200 1192860 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:44 -0700] "GET /hls/stream1-29.ts HTTP/1.1" 200 1688240 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
192.168.1.104 - - [30/Apr/2022:01:03:45 -0700] "GET /hls/stream1-30.ts HTTP/1.1" 200 1521108 "http://192.168.1.109/viewer.html" "Mozilla/5.0 (Linux; Android 11; LM-V510N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
127.0.0.1 - - [30/Apr/2022:01:03:46 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 656 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:46 -0700] "GET /hls/stream1-30.ts HTTP/1.1" 200 1521108 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
127.0.0.1 - - [30/Apr/2022:01:03:46 -0700] "GET /hls/stream1.m3u8 HTTP/1.1" 200 656 "http://localhost/viewer.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
